,mmlu/abstract_algebra,mmlu/anatomy,mmlu/astronomy,mmlu/business_ethics,mmlu/clinical_knowledge,mmlu/college_biology,mmlu/college_chemistry,mmlu/college_computer_science,mmlu/college_mathematics,mmlu/college_medicine,mmlu/college_physics,mmlu/computer_security,mmlu/conceptual_physics,mmlu/econometrics,mmlu/electrical_engineering,mmlu/elementary_mathematics,mmlu/formal_logic,mmlu/global_facts,mmlu/high_school_biology,mmlu/high_school_chemistry,mmlu/high_school_computer_science,mmlu/high_school_european_history,mmlu/high_school_geography,mmlu/high_school_government_and_politics,mmlu/high_school_macroeconomics,mmlu/high_school_mathematics,mmlu/high_school_microeconomics,mmlu/high_school_physics,mmlu/high_school_psychology,mmlu/high_school_statistics,mmlu/high_school_us_history,mmlu/high_school_world_history,mmlu/human_aging,mmlu/human_sexuality,mmlu/international_law,mmlu/jurisprudence,mmlu/logical_fallacies,mmlu/machine_learning,mmlu/management,mmlu/marketing,mmlu/medical_genetics,mmlu/miscellaneous,mmlu/moral_disputes,mmlu/moral_scenarios,mmlu/nutrition,mmlu/philosophy,mmlu/prehistory,mmlu/professional_accounting,mmlu/professional_law,mmlu/professional_medicine,mmlu/professional_psychology,mmlu/public_relations,mmlu/security_studies,mmlu/sociology,mmlu/us_foreign_policy,mmlu/virology,mmlu/world_religions,open_llm/IFEval,open_llm/BBH,open_llm/MATH_Lvl5,open_llm/GPQA,open_llm/MUSR,open_llm/MMLU-PRO,helm/GSM8K,helm/LegalBench,helm/MATH,helm/MMLU,helm/Mean win rate,helm/MedQA,helm/NarrativeQA,helm/NaturalQuestions (closed-book),helm/NaturalQuestions (open-book),helm/OpenbookQA,helm/WMT 2014,alpaca_eval/win_rate,alpaca_eval/discrete_win_rate,alpaca_eval/length_controlled_winrate,arena_hard/score,livebench/coding,livebench/instruction_following,livebench/language,wildbench/Advice seeking,wildbench/Brainstorming,wildbench/Coding & Debugging,wildbench/Creative Writing,wildbench/Data Analysis,wildbench/Editing,wildbench/Information seeking,wildbench/Math,wildbench/Planning,wildbench/Reasoning,wildbench/Role playing,mt_bench/coding,mt_bench/extraction,mt_bench/humanities,mt_bench/math,mt_bench/reasoning,mt_bench/roleplay,mt_bench/stem,mt_bench/writing,bigcode/Computation_complete,bigcode/Computation_instruct,bigcode/Cryptography_complete,bigcode/Cryptography_instruct,bigcode/General_complete,bigcode/General_instruct,bigcode/Network_complete,bigcode/Network_instruct,bigcode/System_complete,bigcode/System_instruct,bigcode/Time_complete,bigcode/Time_instruct,bigcode/Visualization_complete,bigcode/Visualization_instruct
yi-1.5-34b-chat,0.58,0.8,0.875,0.81,0.7735849056603774,0.8263888888888888,0.56,0.69,0.51,0.7514450867052023,0.5196078431372549,0.82,0.8170212765957446,0.5789473684210527,0.7448275862068966,0.753968253968254,0.6666666666666666,0.51,0.8838709677419355,0.6650246305418719,0.9,0.8606060606060606,0.8838383838383839,0.9585492227979274,0.8384615384615385,0.5555555555555556,0.8781512605042017,0.609271523178808,0.8899082568807339,0.6805555555555556,0.9068627450980392,0.8818565400843882,0.8071748878923767,0.8778625954198473,0.8760330578512396,0.8333333333333334,0.8588957055214724,0.6339285714285714,0.883495145631068,0.9230769230769232,0.84,0.8991060025542784,0.8121387283236994,0.6815642458100558,0.826797385620915,0.77491961414791,0.8518518518518519,0.6312056737588653,0.5704041720990873,0.8125,0.7826797385620915,0.7272727272727273,0.8204081632653061,0.8805970149253731,0.86,0.6265060240963856,0.8654970760233918,0.5526802218114603,0.6064919284846381,0.277190332326284,0.3649328859060403,0.4272486772486772,0.4520445478723404,,,,,,,,,,,,,,,,,,,56.63865546218487,53.80952380952381,42.08530805687204,53.609958506224075,46.01503759398497,50.24390243902438,48.62385321100918,32.25,49.29368029739777,47.637795275590555,55.95238095238095,,,,,,,,,43.7,33.7,44.4,37.4,45.7,36.9,28.6,20.7,40.6,28.7,36.8,18.4,37.3,31.7
yi-1.5-6b-chat,0.45,0.5185185185185185,0.6710526315789473,0.7,0.6792452830188679,0.7222222222222222,0.45,0.54,0.41,0.6069364161849711,0.4509803921568627,0.71,0.6468085106382979,0.5175438596491229,0.6344827586206897,0.5343915343915344,0.5873015873015873,0.42,0.7580645161290323,0.5320197044334976,0.75,0.7878787878787878,0.7828282828282829,0.844559585492228,0.6692307692307692,0.4259259259259259,0.8277310924369747,0.390728476821192,0.8238532110091743,0.5324074074074074,0.7696078431372549,0.7848101265822784,0.6098654708520179,0.6564885496183206,0.7603305785123967,0.7777777777777778,0.7668711656441718,0.5625,0.8058252427184466,0.8888888888888888,0.68,0.7969348659003831,0.6965317919075145,0.3821229050279329,0.6797385620915033,0.639871382636656,0.6358024691358025,0.5212765957446809,0.4732724902216427,0.5367647058823529,0.6225490196078431,0.6454545454545455,0.6857142857142857,0.8109452736318408,0.81,0.5,0.7426900584795322,0.454713493530499,0.4528727651449401,0.1623867069486405,0.3020134228187919,0.4378306878306878,0.3193151595744681,,,,,,,,,,,,,,,,,,,41.84873949579831,32.14285714285714,16.587677725118475,29.045643153526974,24.96240601503759,29.918699186991873,29.202453987730053,8.571428571428577,29.477611940298516,27.165354330708663,30.0,,,,,,,,,31.9,22.7,41.4,24.2,36.2,30.0,20.7,15.0,33.6,27.1,30.9,16.9,24.9,18.0
yi-1.5-9b-chat,0.46,0.6370370370370371,0.7236842105263158,0.74,0.7283018867924528,0.7916666666666666,0.59,0.66,0.48,0.7109826589595376,0.4607843137254901,0.77,0.723404255319149,0.5877192982456141,0.696551724137931,0.6402116402116402,0.5793650793650794,0.45,0.8354838709677419,0.6650246305418719,0.87,0.8424242424242424,0.8585858585858586,0.9015544041450776,0.7794871794871795,0.4703703703703704,0.8697478991596639,0.4569536423841059,0.8642201834862385,0.6851851851851852,0.8480392156862745,0.8270042194092827,0.7219730941704036,0.7480916030534351,0.8347107438016529,0.75,0.803680981595092,0.5357142857142857,0.8640776699029126,0.9188034188034188,0.8,0.8339719029374202,0.7369942196531792,0.5497206703910614,0.7450980392156863,0.7363344051446945,0.7314814814814815,0.5780141843971631,0.4804432855280313,0.6764705882352942,0.696078431372549,0.6909090909090909,0.7306122448979592,0.8159203980099502,0.91,0.5602409638554217,0.8245614035087719,0.5508317929759704,0.5528554070473876,0.2258308157099698,0.3347315436241611,0.4246031746031746,0.3975232712765957,,,,,,,,,,,,,,,,,,,52.2689075630252,45.71428571428571,34.97630331753555,44.315352697095435,39.3984962406015,41.6260162601626,40.183486238532105,25.124999999999993,43.04832713754648,42.16535433070867,48.0952380952381,,,,,,,,,42.9,32.1,48.5,46.5,41.3,38.8,31.4,23.6,41.3,33.2,36.0,27.2,35.0,27.9
yi-34b,0.45,0.7111111111111111,0.8552631578947368,0.79,0.7924528301886793,0.8472222222222222,0.53,0.59,0.34,0.6994219653179191,0.4607843137254901,0.82,0.7659574468085106,0.5526315789473685,0.8,0.6349206349206349,0.5396825396825397,0.56,0.8709677419354839,0.6206896551724138,0.81,0.8545454545454545,0.898989898989899,0.9533678756476685,0.7846153846153846,0.3555555555555555,0.8361344537815126,0.5033112582781457,0.908256880733945,0.6342592592592593,0.9068627450980392,0.9029535864978904,0.8116591928251121,0.8931297709923665,0.8925619834710744,0.8888888888888888,0.852760736196319,0.6160714285714286,0.8737864077669902,0.9145299145299144,0.87,0.8991060025542784,0.8092485549132948,0.7016759776536313,0.8300653594771242,0.8102893890675241,0.8703703703703703,0.6170212765957447,0.5495436766623207,0.7830882352941176,0.826797385620915,0.7272727272727273,0.8367346938775511,0.8855721393034826,0.89,0.5843373493975904,0.8771929824561403,0.4121996303142329,0.5526818260718626,0.0626888217522658,0.3380872483221476,0.3968253968253968,0.4093251329787234,0.648,0.6178875317917214,0.3747839585048887,0.6495438596491228,0.7724137931034483,0.6560636182902585,0.7821540048974333,0.4434678831574275,0.7751231950468775,0.92,0.1715816474552153,29.65994671879504,27.45341614906832,27.19054787762733,23.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yi-34B-Chat,0.45,0.7111111111111111,0.8552631578947368,0.79,0.7924528301886793,0.8472222222222222,0.53,0.59,0.34,0.6994219653179191,0.4607843137254901,0.82,0.7659574468085106,0.5526315789473685,0.8,0.6349206349206349,0.5396825396825397,0.56,0.8709677419354839,0.6206896551724138,0.81,0.8545454545454545,0.898989898989899,0.9533678756476685,0.7846153846153846,0.3555555555555555,0.8361344537815126,0.5033112582781457,0.908256880733945,0.6342592592592593,0.9068627450980392,0.9029535864978904,0.8116591928251121,0.8931297709923665,0.8925619834710744,0.8888888888888888,0.852760736196319,0.6160714285714286,0.8737864077669902,0.9145299145299144,0.87,0.8991060025542784,0.8092485549132948,0.7016759776536313,0.8300653594771242,0.8102893890675241,0.8703703703703703,0.6170212765957447,0.5495436766623207,0.7830882352941176,0.826797385620915,0.7272727272727273,0.8367346938775511,0.8855721393034826,0.89,0.5843373493975904,0.8771929824561403,0.4121996303142329,0.5526818260718626,0.0626888217522658,0.3380872483221476,0.3968253968253968,0.4093251329787234,,,,,,,,,,,,29.65994671879504,27.45341614906832,27.19054787762733,23.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yi-6b,0.3,0.6148148148148148,0.6578947368421053,0.67,0.6679245283018868,0.6597222222222222,0.43,0.51,0.42,0.6069364161849711,0.3431372549019608,0.75,0.6042553191489362,0.3508771929824561,0.6413793103448275,0.4497354497354497,0.4365079365079365,0.45,0.7741935483870968,0.5320197044334976,0.65,0.7515151515151515,0.8232323232323232,0.8963730569948186,0.6487179487179487,0.3259259259259259,0.7394957983193278,0.390728476821192,0.8275229357798165,0.5185185185185185,0.8088235294117647,0.7890295358649789,0.672645739910314,0.7404580152671756,0.768595041322314,0.7962962962962963,0.7914110429447853,0.4196428571428571,0.8058252427184466,0.9017094017094016,0.79,0.8071519795657727,0.6994219653179191,0.4245810055865922,0.7156862745098039,0.6913183279742765,0.7098765432098766,0.4787234042553192,0.4947848761408083,0.6727941176470589,0.6601307189542484,0.7363636363636363,0.7591836734693878,0.8208955223880597,0.85,0.463855421686747,0.8304093567251462,0.2809611829944547,0.4087831973615691,0.0135951661631419,0.2944630872483221,0.3677248677248677,0.3061003989361702,0.375,0.5188185110499097,0.1258519734039929,0.5301754385964912,0.3758620689655172,0.4970178926441352,0.7017925106130677,0.3099598296786028,0.74781385828905,0.8,0.1168525423688862,,,,,0.015625,0.4631410256410256,0.0430497166310556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yi-large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7,,,,57.310924369747895,56.62650602409638,47.71428571428572,51.21338912133892,48.44444444444445,46.55737704918033,48.95705521472392,39.75155279503106,52.25563909774437,51.25490196078431,55.0,,,,,,,,,47.0,36.9,40.4,45.5,53.8,42.7,18.6,17.1,41.4,35.5,36.8,30.1,40.9,32.5
yi-large-preview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.46724251946292,57.7639751552795,51.894415134099546,71.48,,,,61.5126050420168,60.476190476190474,54.28571428571429,57.38396624472573,56.0,55.37190082644628,56.75840978593271,46.75000000000001,57.388059701492544,56.65354330708661,58.57142857142858,,,,,,,,,,,,,,,,,,,,,,
zephyr-7b-alpha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4556500607533414,0.0196374622356495,,,,,,,,,,,,,,,8.352663968198758,7.391304347826087,10.289760888704258,,0.140625,0.5633333333333334,0.0688289571478762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zephyr-7b-beta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.432532347504621,0.4306544002777295,0.0287009063444108,0.2902684563758389,0.3915343915343915,0.2780917553191489,,,,,,,,,,,,10.992885755354038,9.813664596273291,13.203198493136666,,0.09375,0.5883333333333334,0.038154699027896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
